,epsilon,shokri_mi_adv,attack_adv,tpr,fpr,run,dimension
151,2.0,0.10399999999999998,0.5866666666666667,[0.    0.352 1.   ],[0.    0.248 1.   ],1,3
152,2.0,0.11200000000000002,0.625,[0.   0.28 1.  ],[0.    0.168 1.   ],2,3
153,2.0,0.048000000000000015,0.5483870967741936,[0.    0.272 1.   ],[0.    0.224 1.   ],3,3
154,2.0,0.21599999999999997,0.7213114754098361,[0.    0.352 1.   ],[0.    0.136 1.   ],4,3
155,2.0,0.07999999999999999,0.578125,[0.    0.296 1.   ],[0.    0.216 1.   ],5,3
156,2.0,0.12,0.5974025974025974,[0.    0.368 1.   ],[0.    0.248 1.   ],6,3
157,2.0,0.24,0.8571428571428572,[0.    0.288 1.   ],[0.    0.048 1.   ],7,3
158,2.0,0.088,0.5873015873015872,[0.    0.296 1.   ],[0.    0.208 1.   ],8,3
159,2.0,0.15199999999999997,0.6144578313253012,[0.    0.408 1.   ],[0.    0.256 1.   ],9,3
160,2.5,0.07999999999999999,0.5735294117647058,[0.    0.312 1.   ],[0.    0.232 1.   ],0,3
161,2.5,0.128,0.625,[0.   0.32 1.  ],[0.    0.192 1.   ],1,3
162,2.5,0.10400000000000001,0.6,[0.    0.312 1.   ],[0.    0.208 1.   ],2,3
163,2.5,0.08000000000000002,0.5862068965517242,[0.    0.272 1.   ],[0.    0.192 1.   ],3,3
164,2.5,0.11200000000000002,0.64,[0.    0.256 1.   ],[0.    0.144 1.   ],4,3
165,2.5,0.32,0.7702702702702702,[0.    0.456 1.   ],[0.    0.136 1.   ],5,3
166,2.5,0.224,0.6627906976744186,[0.    0.456 1.   ],[0.    0.232 1.   ],6,3
167,2.5,0.10399999999999998,0.5866666666666667,[0.    0.352 1.   ],[0.    0.248 1.   ],7,3
168,2.5,0.17600000000000002,0.6486486486486487,[0.    0.384 1.   ],[0.    0.208 1.   ],8,3
169,2.5,0.28,0.7011494252873564,[0.    0.488 1.   ],[0.    0.208 1.   ],9,3
170,3.0,0.16000000000000003,0.6041666666666666,[0.    0.464 1.   ],[0.    0.304 1.   ],0,3
171,3.0,0.144,0.618421052631579,[0.    0.376 1.   ],[0.    0.232 1.   ],1,3
172,3.0,0.128,0.58,[0.    0.464 1.   ],[0.    0.336 1.   ],2,3
173,3.0,0.18400000000000002,0.6533333333333334,[0.    0.392 1.   ],[0.    0.208 1.   ],3,3
174,3.0,0.11199999999999999,0.5875,[0.    0.376 1.   ],[0.    0.264 1.   ],4,3
175,3.0,0.264,0.6813186813186813,[0.    0.496 1.   ],[0.    0.232 1.   ],5,3
176,3.0,0.248,0.6703296703296703,[0.    0.488 1.   ],[0.   0.24 1.  ],6,3
177,3.0,0.16799999999999998,0.6296296296296297,[0.    0.408 1.   ],[0.   0.24 1.  ],7,3
178,3.0,0.10399999999999998,0.6031746031746031,[0.    0.304 1.   ],[0.  0.2 1. ],8,3
179,3.0,0.14400000000000002,0.640625,[0.    0.328 1.   ],[0.    0.184 1.   ],9,3
180,3.5,0.112,0.6666666666666666,[0.    0.224 1.   ],[0.    0.112 1.   ],0,3
181,3.5,0.168,0.6363636363636364,[0.    0.392 1.   ],[0.    0.224 1.   ],1,3
182,3.5,0.14400000000000002,0.6097560975609756,[0.  0.4 1. ],[0.    0.256 1.   ],2,3
183,3.5,0.10400000000000001,0.5942028985507246,[0.    0.328 1.   ],[0.    0.224 1.   ],3,3
184,3.5,0.16799999999999998,0.6265060240963856,[0.    0.416 1.   ],[0.    0.248 1.   ],4,3
185,3.5,0.23999999999999994,0.6339285714285714,[0.    0.568 1.   ],[0.    0.328 1.   ],5,3
186,3.5,0.29600000000000004,0.7341772151898734,[0.    0.464 1.   ],[0.    0.168 1.   ],6,3
187,3.5,0.128,0.6,[0.    0.384 1.   ],[0.    0.256 1.   ],7,3
188,3.5,0.27999999999999997,0.6576576576576577,[0.    0.584 1.   ],[0.    0.304 1.   ],8,3
189,3.5,0.032,0.5322580645161291,[0.    0.264 1.   ],[0.    0.232 1.   ],9,3
190,5.0,0.23199999999999998,0.6464646464646464,[0.    0.512 1.   ],[0.   0.28 1.  ],0,3
191,5.0,0.35200000000000004,0.6896551724137931,[0.   0.64 1.  ],[0.    0.288 1.   ],1,3
192,5.0,0.248,0.691358024691358,[0.    0.448 1.   ],[0.  0.2 1. ],2,3
193,5.0,0.23200000000000004,0.6407766990291262,[0.    0.528 1.   ],[0.    0.296 1.   ],3,3
194,5.0,0.16000000000000003,0.6063829787234043,[0.    0.456 1.   ],[0.    0.296 1.   ],4,3
195,5.0,0.23199999999999998,0.6835443037974683,[0.    0.432 1.   ],[0.  0.2 1. ],5,3
196,5.0,0.24000000000000005,0.6470588235294118,[0.    0.528 1.   ],[0.    0.288 1.   ],6,3
197,5.0,0.384,0.7181818181818181,[0.    0.632 1.   ],[0.    0.248 1.   ],7,3
198,5.0,0.12,0.6,[0.   0.36 1.  ],[0.   0.24 1.  ],8,3
199,5.0,0.23199999999999998,0.6559139784946236,[0.    0.488 1.   ],[0.    0.256 1.   ],9,3
200,7.0,0.22400000000000003,0.6272727272727272,[0.    0.552 1.   ],[0.    0.328 1.   ],0,3
201,7.0,0.27199999999999996,0.6574074074074074,[0.    0.568 1.   ],[0.    0.296 1.   ],1,3
202,7.0,0.32800000000000007,0.711340206185567,[0.    0.552 1.   ],[0.    0.224 1.   ],2,3
203,7.0,0.176,0.6122448979591836,[0.   0.48 1.  ],[0.    0.304 1.   ],3,3
204,7.0,0.312,0.6695652173913044,[0.    0.616 1.   ],[0.    0.304 1.   ],4,3
205,7.0,0.336,0.6810344827586208,[0.    0.632 1.   ],[0.    0.296 1.   ],5,3
206,7.0,0.30400000000000005,0.6979166666666667,[0.    0.536 1.   ],[0.    0.232 1.   ],6,3
207,7.0,0.312,0.6611570247933884,[0.   0.64 1.  ],[0.    0.328 1.   ],7,3
208,7.0,0.184,0.592,[0.    0.592 1.   ],[0.    0.408 1.   ],8,3
209,7.0,0.344,0.7009345794392523,[0.  0.6 1. ],[0.    0.256 1.   ],9,3
210,9.0,0.22400000000000003,0.6346153846153846,[0.    0.528 1.   ],[0.    0.304 1.   ],0,3
211,9.0,0.26399999999999996,0.6460176991150443,[0.    0.584 1.   ],[0.   0.32 1.  ],1,3
212,9.0,0.29600000000000004,0.6390977443609023,[0.   0.68 1.  ],[0.    0.384 1.   ],2,3
213,9.0,0.328,0.6814159292035399,[0.    0.616 1.   ],[0.    0.288 1.   ],3,3
214,9.0,0.30399999999999994,0.6792452830188679,[0.    0.576 1.   ],[0.    0.272 1.   ],4,3
215,9.0,0.27199999999999996,0.646551724137931,[0.  0.6 1. ],[0.    0.328 1.   ],5,3
216,9.0,0.12,0.5806451612903226,[0.    0.432 1.   ],[0.    0.312 1.   ],6,3
217,9.0,0.136,0.5752212389380531,[0.   0.52 1.  ],[0.    0.384 1.   ],7,3
218,9.0,0.25600000000000006,0.6538461538461539,[0.    0.544 1.   ],[0.    0.288 1.   ],8,3
219,9.0,0.30400000000000005,0.6484375,[0.    0.664 1.   ],[0.   0.36 1.  ],9,3
