,epsilon,shokri_mi_adv,attack_adv,tpr,fpr,run,dimension
197,5.0,0.048000000000000015,0.5599999999999999,[0.    0.224 1.   ],[0.    0.176 1.   ],7,3
198,5.0,0.04799999999999999,0.5789473684210527,[0.    0.176 1.   ],[0.    0.128 1.   ],8,3
199,5.0,0.176,0.6527777777777777,[0.    0.376 1.   ],[0.  0.2 1. ],9,3
200,7.0,0.14400000000000002,0.6153846153846154,[0.    0.384 1.   ],[0.   0.24 1.  ],0,3
201,7.0,0.12800000000000003,0.6481481481481481,[0.   0.28 1.  ],[0.    0.152 1.   ],1,3
202,7.0,0.152,0.6266666666666667,[0.    0.376 1.   ],[0.    0.224 1.   ],2,3
203,7.0,-0.03200000000000003,0.46875,[0.   0.24 1.  ],[0.    0.272 1.   ],3,3
204,7.0,0.15200000000000002,0.6172839506172839,[0.  0.4 1. ],[0.    0.248 1.   ],4,3
205,7.0,0.16000000000000003,0.65625,[0.    0.336 1.   ],[0.    0.176 1.   ],5,3
206,7.0,0.19999999999999996,0.631578947368421,[0.   0.48 1.  ],[0.   0.28 1.  ],6,3
207,7.0,0.096,0.5909090909090908,[0.    0.312 1.   ],[0.    0.216 1.   ],7,3
208,7.0,0.184,0.7169811320754716,[0.    0.304 1.   ],[0.   0.12 1.  ],8,3
209,7.0,0.256,0.7666666666666667,[0.    0.368 1.   ],[0.    0.112 1.   ],9,3
210,9.0,0.264,0.72,[0.    0.432 1.   ],[0.    0.168 1.   ],0,3
211,9.0,0.224,0.712121212121212,[0.    0.376 1.   ],[0.    0.152 1.   ],1,3
212,9.0,0.07999999999999999,0.6136363636363636,[0.    0.216 1.   ],[0.    0.136 1.   ],2,3
213,9.0,0.144,0.625,[0.   0.36 1.  ],[0.    0.216 1.   ],3,3
214,9.0,0.264,0.7088607594936709,[0.    0.448 1.   ],[0.    0.184 1.   ],4,3
215,9.0,0.23199999999999998,0.7457627118644068,[0.    0.352 1.   ],[0.   0.12 1.  ],5,3
216,9.0,0.2,0.619047619047619,[0.   0.52 1.  ],[0.   0.32 1.  ],6,3
217,9.0,0.096,0.6304347826086957,[0.    0.232 1.   ],[0.    0.136 1.   ],7,3
218,9.0,0.128,0.576923076923077,[0.   0.48 1.  ],[0.    0.352 1.   ],8,3
219,9.0,0.136,0.6666666666666666,[0.    0.272 1.   ],[0.    0.136 1.   ],9,3
